web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image labels,REPLACED_LABELS,"Team, sport, group activities","Enviromental attributes (recreational, fun, activities)","Product, brand attributes","Face, Skin, human expressions",goal,Raised,people,time,updates,updates-href,createdby,today,days,shares,people
1543704829-110,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/june-bug-needs-emergency-surgery,https://d2g8igdw686xgo.cloudfront.net/23529332_1504286198.0606.jpg,dog dog like mammal dog breed dog breed group snout carnivoran vulnerable native breeds tail terrier sporting group,dog dog like mammal dog breed dog breed group snout  vehicle nivoran vulnerable native breeds tail terrier sporting group,0.009615385,0.009615385,0.971153846,0.009615385,2500,1570,32,Raised by 32 people in 15 months,1,https://www.gofundme.com/june-bug-needs-emergency-surgery#updates,1-Sep-17,5-Dec-18,459,70,0
1543706130-537,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/kyle-sanders-sr-jr,https://d2g8igdw686xgo.cloudfront.net/23529152_1504288861.047.jpg,face eyebrow person man nose chin forehead head hairstyle cheek,face  people   people   people   people   people   people   people   ﻿people style  people ,0.009615385,0.009615385,0.971153846,0.009615385,5000,2535,37,Raised by 37 people in 15 months,0,,1-Sep-17,5-Dec-18,459,114,1
1543704758-89,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/publish-my-book-for-charity,https://d2g8igdw686xgo.cloudfront.net/23464518_1504134402.4782.jpg,font design art calligraphy drawing illustration,font design art calligraphy drawing illustration,0.980519481,0.006493506,0.006493506,0.006493506,2500,1680,22,Raised by 22 people in 15 months,2,https://www.gofundme.com/publish-my-book-for-charity#updates,30-Aug-17,5-Dec-18,461,122,0
1543706698-755,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/teamemmmmsie4redcross,https://d2g8igdw686xgo.cloudfront.net/23393038_1503999665.8394.jpg,text logo product font graphic design magenta brand computer wallpaper multimedia technology,text logo product font graphic design magenta brand computer wallpaper multimedia technology,0.009615385,0.009615385,0.971153846,0.009615385,750,510,20,Raised by 20 people in 15 months,0,,29-Aug-17,5-Dec-18,462,48,0
1543707055-886,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/4ce9ib4,https://d2g8igdw686xgo.cloudfront.net/23407628_15040298820_r.jpg,mouth forehead finger arm ear selfie girl fun neck,mouth  people  finger arm ear selfie  people  fun neck,0.271929825,0.00877193,0.710526316,0.00877193,2000,1420,14,Raised by 14 people in 15 months,5,https://www.gofundme.com/4ce9ib4#updates,29-Aug-17,5-Dec-18,462,114,1
1543705997-487,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/uy6jxuep,https://d2g8igdw686xgo.cloudfront.net/6368988_1503930452.1285.jpg,people tree vertebrate day vacation water recreation lake fun river,people tree vertebrate day vacation water recreation lake fun river,0.586538462,0.009615385,0.009615385,0.394230769,5000,4881,74,Raised by 74 people in 15 months,3,https://www.gofundme.com/uy6jxuep#updates,28-Aug-17,5-Dec-18,463,415,1
1543705835-431,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/elaine-offley-memorial,https://d2g8igdw686xgo.cloudfront.net/23266010_1503592925.9142.jpg,outdoor recreation backpacking adventure hiking wilderness tree hiking equipment ridge recreation walking,outdoor recreation backpacking adventure hiking wilderness tree hiking equipment ridge recreation walking,0.009615385,0.971153846,0.009615385,0.009615385,25000,9850,108,Raised by 108 people in 15 months,2,https://www.gofundme.com/elaine-offley-memorial#updates,24-Aug-17,5-Dec-18,467,200,0
1543704680-65,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/q5psrv-kilimanjaro-for-charity,https://d2g8igdw686xgo.cloudfront.net/23156378_1503209000.9362.jpg,product smile girl,product  people   people ,0.011904762,0.011904762,0.964285714,0.011904762,6350,1873,52,Raised by 52 people in 15 months,3,https://www.gofundme.com/q5psrv-kilimanjaro-for-charity#updates,20-Aug-17,5-Dec-18,471,146,1
1543705573-340,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/stepsforsuccess,https://d2g8igdw686xgo.cloudfront.net/23115568_15030817660_r.jpg,people photograph green person day vertebrate child grass fun lady,people photograph green  people  day vertebrate  people  grass fun lady,0.009615385,0.394230769,0.586538462,0.009615385,20000,11121,157,Raised by 157 people in 15 months,0,,18-Aug-17,5-Dec-18,473,1.1,1
1543706819-801,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/kids-help-phone-charity-bbq,https://d2g8igdw686xgo.cloudfront.net/23098828_1502998274.8195.jpg,text product advertising font product banner logo brand display advertising media,text product advertising font product banner logo brand display advertising media,0.008064516,0.975806452,0.008064516,0.008064516,1300,1100,18,Raised by 18 people in 15 months,0,,17-Aug-17,5-Dec-18,474,46,0
1543706235-577,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/doug-tice-support-for-charity-one,https://d2g8igdw686xgo.cloudfront.net/23106138_15030936210_r.jpg,glasses drink eyewear vision care sunglasses fun girl drinking smile product,glasses drink  glasses  vision  vehicle e sunglasses fun  people  drinking  people  product,0.009615385,0.009615385,0.682692308,0.298076923,5000,930,16,Raised by 16 people in 15 months,0,,17-Aug-17,5-Dec-18,474,103,
1543707099-902,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/billsbackersgiveback,https://d2g8igdw686xgo.cloudfront.net/23032178_1502807098.6162.jpg,blue text signage logo font line sign area brand flag,blue text signage logo font line sign area brand flag,0.184210526,0.184210526,0.184210526,0.447368421,1000,1050,38,Raised by 38 people in 15 months,0,,15-Aug-17,5-Dec-18,476,29,
1543706545-695,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/brett-forte-charity-hockey-games,https://d2g8igdw686xgo.cloudfront.net/23028978_1502790100.8158.jpg,photo caption presentation,photo caption presentation,0.011904762,0.011904762,0.011904762,0.964285714,2000,1485,13,Raised by 13 people in 15 months,0,,15-Aug-17,5-Dec-18,476,323,
1543706522-686,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/getcharitytoschool,https://d2g8igdw686xgo.cloudfront.net/23039506_1502822271.36.jpg,people tribe vacation tree rural area tourism village travel recreation,people tribe vacation tree rural area tourism village travel recreation,0.009615385,0.009615385,0.971153846,0.009615385,1200,1210,25,Raised by 25 people in 15 months,0,,15-Aug-17,5-Dec-18,476,88,
1543706580-709,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/santiago-family-charity-fund,https://d2g8igdw686xgo.cloudfront.net/23023898_15044526340_r.jpg,people photograph fun family child grass smile tree senior citizen vacation,people photograph fun  people   people  grass  people  tree senior citizen vacation,0.007462687,0.007462687,0.007462687,0.97761194,40000,13020,167,Raised by 167 people in 15 months,1,https://www.gofundme.com/santiago-family-charity-fund#updates,14-Aug-17,5-Dec-18,477,710,
1543705350-267,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/znztt6-charity-run-for-mikael-evensen,https://d2g8igdw686xgo.cloudfront.net/23003254_15027111160_r.jpeg,glasses eyewear vision care human hair color eyebrow head hairstyle eye forehead smile,glasses  glasses  vision  vehicle e  people   ﻿people  color  people   people   ﻿people style eye  people   people ,0.169354839,0.008064516,0.814516129,0.008064516,500,595,11,Raised by 11 people in 15 months,0,,14-Aug-17,5-Dec-18,477,86,
1543706042-504,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/wang-kais-bday-charity-fundraiser,https://d2g8igdw686xgo.cloudfront.net/22963768_1502542765.0665.jpg,face eyebrow chin skin cheek nose neck forehead jaw close up,face  people   people  skin  people   people  neck  people  jaw close up,0.082089552,0.902985075,0.007462687,0.007462687,2000,793,12,Raised by 12 people in 15 months,1,https://www.gofundme.com/wang-kais-bday-charity-fundraiser#updates,13-Aug-17,5-Dec-18,478,129,
1543706202-564,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/J-BWeddingDonation,https://d2g8igdw686xgo.cloudfront.net/22939944_1502451934.2964.jpg,smile drink event fun formal wear girl suit drinking communication wine tasting, people  drink event fun formal wear  people  suit drinking communication wine tasting,0.184210526,0.00877193,0.798245614,0.00877193,3390,2146,27,Raised by 27 people in 15 months,1,https://www.gofundme.com/J-BWeddingDonation#updates,11-Aug-17,5-Dec-18,480,197,
1543706846-811,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/48y9bzc,https://d2g8igdw686xgo.cloudfront.net/22892082_15022875410_r.jpg,text pink font heart love line product graphics logo heart,text pink font heart love line product graphics logo heart,0.007462687,0.007462687,0.007462687,0.97761194,2540,7341,375,Raised by 375 people in 15 months,0,,9-Aug-17,5-Dec-18,482,161,
1543706365-627,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/volunteering-for-refugee-charities,https://d2g8igdw686xgo.cloudfront.net/22877108_1502228784.9283.jpg,person man chin smile facial hair forehead fun vacation sky water, people   people   people   people   people   ﻿people   people  fun vacation sky water,0.00877193,0.184210526,0.00877193,0.798245614,1270,1302,32,Raised by 32 people in 16 months,0,,8-Aug-17,5-Dec-18,483,105,
1543704558-31,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/100km-run-for-charity,https://d2g8igdw686xgo.cloudfront.net/22815840_1502184093.8987.png,sports public space community grass recreation race vehicle playground fun product,sports public space community grass recreation race vehicle playground fun product,0.975806452,0.008064516,0.008064516,0.008064516,500,545,20,Raised by 20 people in 16 months,0,,8-Aug-17,5-Dec-18,483,102,
1543707079-895,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/climbing-the-big-one-for-charity,https://d2g8igdw686xgo.cloudfront.net/22839394_1502208362.1949.jpg,long hair girl,long  ﻿people   people ,0.201923077,0.009615385,0.009615385,0.778846154,1270,800,42,Raised by 42 people in 16 months,0,,8-Aug-17,5-Dec-18,483,291,
1543707233-950,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-grace,https://d2g8igdw686xgo.cloudfront.net/22877358_15022285630_r.jpeg,child textile product finger girl arm hand toddler infant, people  textile product finger  people  arm hand  people  infant,0.394230769,0.298076923,0.201923077,0.105769231,1000,1000,21,Raised by 21 people in 16 months,2,https://www.gofundme.com/charity-grace#updates,8-Aug-17,5-Dec-18,483,443,
1543707038-880,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/48dzh0o,https://d2g8igdw686xgo.cloudfront.net/22807794_15061126910_r.jpg,advertising poster brand font banner photo caption,advertising poster brand font banner photo caption,0.985294118,0.004901961,0.004901961,0.004901961,1269,1321,36,Raised by 36 people in 16 months,1,https://www.gofundme.com/48dzh0o#updates,5-Aug-17,5-Dec-18,486,277,
1543704883-126,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/485edk8,https://d2g8igdw686xgo.cloudfront.net/22772098_15020568660_r.jpg,bride gown photograph wedding dress bridal clothing wedding marriage photo shoot flower honeymoon,bride gown photograph wedding dress bridal clothing wedding marriage photo shoot flower honeymoon,0.009615385,0.105769231,0.875,0.009615385,500,500,8,Raised by 8 people in 16 months,2,https://www.gofundme.com/485edk8#updates,4-Aug-17,5-Dec-18,487,128,
1543706833-806,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/cy56mv-joys-medical-fund,https://d2g8igdw686xgo.cloudfront.net/22735440_1501728714.0319.jpg,0,0, , , , ,17000,10755,141,Raised by 141 people in 16 months,4,https://www.gofundme.com/cy56mv-joys-medical-fund#updates,2-Aug-17,5-Dec-18,489,2.2,
1543704606-43,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/the-long-haul-charity-bike-ride,https://d2g8igdw686xgo.cloudfront.net/22706196_1502302797.6595.png,blue text font logo line calligraphy brand graphics product graphic design,blue text font logo line calligraphy brand graphics product graphic design,0.778846154,0.105769231,0.009615385,0.105769231,1215,1784,50,Raised by 50 people in 16 months,4,https://www.gofundme.com/the-long-haul-charity-bike-ride#updates,2-Aug-17,5-Dec-18,489,143,
1543707120-910,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/29k-for-hanks-birthday-endowment,https://d2g8igdw686xgo.cloudfront.net/22712600_1501635417.9895.jpeg,text font product logo product line brand graphics,text font product logo product line brand graphics,0.971153846,0.009615385,0.009615385,0.009615385,2900,1362,35,Raised by 35 people in 16 months,0,,1-Aug-17,5-Dec-18,490,110,
1543705979-480,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/frans-camino-challenge-for-charity,https://d2g8igdw686xgo.cloudfront.net/22666390_1501499902.6234.jpg,people youth community fun smile child vacation product happiness recreation,people youth community fun  people   people  vacation product happiness recreation,0.022727273,0.022727273,0.477272727,0.477272727,5000,5000,86,Raised by 86 people in 16 months,6,https://www.gofundme.com/frans-camino-challenge-for-charity#updates,31-Jul-17,5-Dec-18,491,339,
1543706062-511,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/dragandballs,https://d2g8igdw686xgo.cloudfront.net/22604914_1501509494.2204.jpg,pink shoulder joint arm recreation advertising,pink shoulder joint arm recreation advertising,0.015625,0.015625,0.015625,0.953125,1000,525,11,Raised by 11 people in 16 months,0,,28-Jul-17,5-Dec-18,494,280,
1543706563-702,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/qr9hza-weve-got-joy,https://d2g8igdw686xgo.cloudfront.net/22583464_1501179268.6269.jpg,people face facial expression girl human hair color head fun smile emotion mouth,people face  people  expression  people   people   ﻿people  color  people  fun  people  emotion mouth,0.981707317,0.006097561,0.006097561,0.006097561,5000,4587,73,Raised by 73 people in 16 months,0,,27-Jul-17,5-Dec-18,495,438,
