web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time
"1543368217-595","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/juliaandmati","https://d2g8igdw686xgo.cloudfront.net/31840024_1533246125651352_r.jpeg","of $2,000 goal","$500","3","Raised by 3 people in 3 months"
"1543384738-854","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/avbuv6-financial-support-for-education","https://d2g8igdw686xgo.cloudfront.net/31183322_1534555499302139_r.jpeg","goal","€1,500","4 months","Campaign created 4 months ago"
"1543380353-789","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/93u5qzck","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9902041_1457963212.7297.jpg","of $50,000 goal","$900","9","Raised by 9 people in 32 months"
"1543379512-776","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/fscwic","https://d2g8igdw686xgo.cloudfront.net/10247521_1485697321.5745.jpg","of $600 goal","$600","15","Raised by 15 people in 32 months"
"1543375246-711","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/damian039s-opportunity","https://d2g8igdw686xgo.cloudfront.net/29282052_15241980770_r.jpeg","of $750 goal","$275","4","Raised by 4 people in 7 months"
"1543365638-290","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/thrivethailand","https://d2g8igdw686xgo.cloudfront.net/7132611_1491642092.2897.jpg","of $17,220 goal","$14,924","49","Raised by 49 people in 36 months"
"1543380473-791","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/500-children-education-scholarship","https://d2g8igdw686xgo.cloudfront.net/31774164_1533919348962845_r.jpeg","goal","$30,000","3 months","Campaign created 3 months ago"
"1543366473-504","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/teachenglishnepal","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10027009_1459701111.3991.jpg","of $2,000 goal","$2,560","30","Raised by 30 people in 32 months"
"1543366572-537","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/helping-children-in-remote-areas","https://d2g8igdw686xgo.cloudfront.net/31091866_1530824703103012_r.jpeg","goal","$1,000","4 months","Campaign created 4 months ago"
"1543365937-366","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hm5fx6fg","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/6202613_1443759736.5971.jpg","of $5,000 goal","$7,850","115","Raised by 115 people in 38 months"
"1543384858-856","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/u86vr6-coding-school","https://d2g8igdw686xgo.cloudfront.net/32527680_1535545900142583_r.jpeg","goal","$8,000","3 months","Campaign created 3 months ago"
"1543365536-261","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/tylers-trip-across-europe","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15911253_1478721171.853.jpg","of $1,500 goal","$580","12","Raised by 12 people in 24 months"
"1543385098-859","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/MarysJapanTrip","https://d2g8igdw686xgo.cloudfront.net/28282318_1520665642.9886.jpg","goal","$2,975","8 months","Campaign created 8 months ago"
"1543366642-564","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/laptop-for-flim","https://d2g8igdw686xgo.cloudfront.net/33622840_1539150467989588_r.jpeg","goal","$800","1 month","Campaign created 1 month ago"
"1543366655-569","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/an-opportunity-to-combat-homeless","https://d2g8igdw686xgo.cloudfront.net/34847324_1543215074179462_r.jpeg","goal","$10,000","1 day","Campaign created 1 day ago"
"1543366242-438","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/new-laptopscomputers-for-students","https://d2g8igdw686xgo.cloudfront.net/28600838_15218187380_r.jpeg","goal","$9,000","8 months","Campaign created 8 months ago"
"1543365978-377","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-boyan-fights-leukaemia","https://d2g8igdw686xgo.cloudfront.net/33053182_154033760879138_r.jpeg","of $250,000 goal","$10,773","168","Raised by 168 people in 2 months"
"1543368637-602","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/james-r-ludlow-school","https://d2g8igdw686xgo.cloudfront.net/19917670_1493143234.2781.jpg","of $500 goal","$1,030","14","Raised by 14 people in 19 months"
"1543379632-778","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/LlikcharyEco","","of $20,000 goal","$134","8","Raised by 8 people in 8 months"
"1543375667-718","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/east-broad-social-studies","https://d2g8igdw686xgo.cloudfront.net/32024250_1533852780726541_r.jpeg","of $5,500 goal","$4,905","20","Raised by 20 people in 3 months"
"1543372423-664","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/TANtechnology","https://d2g8igdw686xgo.cloudfront.net/23932552_15055803090_r.jpeg","of $750 goal","$750","15","Raised by 15 people in 14 months"
"1543381374-806","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/castlemont-science-stuff","https://d2g8igdw686xgo.cloudfront.net/15660159_1487361026.7556.jpg","of $8,000 goal","$1,800","11","Raised by 11 people in 21 months"
"1543365540-262","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/cyclecambodia","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/12012827_1465308671.6487.jpg","of $1,500 goal","$1,550","33","Raised by 33 people in 30 months"
"1543381074-801","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/canoneducation","","of £2,500 goal","£770","16","Raised by 16 people in 3 months"
"1543374705-702","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/morweh","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3025432_1421310365.7858.jpg","of $40,000 goal","$3,940","16","Raised by 16 people in 47 months"
"1543381554-809","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/school-for-dalit-children-in-india","https://d2g8igdw686xgo.cloudfront.net/26633406_1514845789.4537.jpg","of $10,000 goal","$50","1","Raised by 1 person in 11 months"
"1543365624-286","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/maya-pelichet","https://d2g8igdw686xgo.cloudfront.net/28214106_1520387943.5111.jpg","of $5,000 goal","$80","4","Raised by 4 people in 8 months"
"1543384197-847","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/5dmf9-for-college","https://d2g8igdw686xgo.cloudfront.net/26873600_15156425810_r.jpeg","goal","$500","10 months","Campaign created 10 months ago"
"1543366072-400","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/x5ehbz-my-postgraduate-education","https://d2g8igdw686xgo.cloudfront.net/33479272_1538650905265149_r.jpeg","goal","$420","1 month","Campaign created 1 month ago"
"1543375907-722","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/detroitdogs","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9711133_fb_1457279058.9178_funds.jpg","of $20,000 goal","$1,120","19","Raised by 19 people in 33 months"
"1543378190-754","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/EdDforvet","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10817487_fb_1461248138.4396_funds.jpg","of $16,000 goal","$150","3","Raised by 3 people in 31 months"
"1543365634-289","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hereishome","https://d2g8igdw686xgo.cloudfront.net/26933886_1530153480313719_r.jpg","of $5,000 goal","$790","11","Raised by 11 people in 10 months"
"1543366047-393","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/5iw035k","https://d2g8igdw686xgo.cloudfront.net/29767462_15259874470_r.jpg","goal","$100","6 months","Campaign created 6 months ago"
"1543376448-731","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/richard-augustino-heads-to-college","https://d2g8igdw686xgo.cloudfront.net/19409714_1491306390.3977.jpg","of $4,000 goal","$1,290","19","Raised by 19 people in 20 months"
"1543366523-518","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/gsa-dance-team","https://d2g8igdw686xgo.cloudfront.net/27219334_15178750590_r.jpeg","goal","$2,000","9 months","Campaign created 9 months ago"
"1543376147-726","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/debotoharvard","","of $35,000 goal","$17,001","57","Raised by 57 people in 6 months"
"1543381494-808","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/68ecfxk","https://d2g8igdw686xgo.cloudfront.net/33585442_1539039130836955_r.jpg","of $15,000 goal","$75","2","Raised by 2 people in 1 month"
"1543365551-265","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/86eq3z-miss-nepal-usa","https://d2g8igdw686xgo.cloudfront.net/31689454_1532750492.3616.jpg","of $1,500 goal","$295","5","Raised by 5 people in 4 months"
"1543365594-277","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/teamice","","of $10,000 goal","$1,315","29","Raised by 29 people in 37 months"
"1543365888-353","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/educate-africaa-non-profit-org","https://d2g8igdw686xgo.cloudfront.net/25930048_1512512721.8322.jpg","goal","$15,000","11 months","Campaign created 11 months ago"
"1543366599-548","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-ali-go-to-india","https://d2g8igdw686xgo.cloudfront.net/32803102_1536421752897846_r.jpeg","of $4,000 goal","$190","8","Raised by 8 people in 2 months"
"1543365610-282","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/woodroewoods","","of $100,000 goal","$3,550","32","Raised by 32 people in 38 months"
"1543365526-258","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/5p99fc","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/853350_1387071660.8546.jpg","of $100,000 goal","$1,753","21","Raised by 21 people in 60 months"
"1543378731-763","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/arcadianurseryzw","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9533399_1458135322.9387.jpg","of £2,500 goal","£2,033","44","Raised by 44 people in 33 months"
"1543367075-576","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/helping-blind-people","https://d2g8igdw686xgo.cloudfront.net/33459038_1538587995998680_r.jpeg","of $10,000 goal","$5","1","Raised by 1 person in 1 month"
"1543385699-869","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/4tnrv9nw","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/8946319_fb_1454963460.9394_funds.jpg","of $800 goal","$511","12","Raised by 12 people in 34 months"
"1543385278-862","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/wspau4","https://d2g8igdw686xgo.cloudfront.net/4908731_1532070277348002_r.jpeg","goal","$3,000","42 months","Campaign created 42 months ago"
"1543365796-328","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/whitneyandhelengiveback","https://d2g8igdw686xgo.cloudfront.net/25503336_1511237612.4934.jpg","of $4,500 goal","$3,910","34","Raised by 34 people in 12 months"
"1543383657-841","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/dxdkvb-relocation-to-california","https://d2g8igdw686xgo.cloudfront.net/27399622_1517427639.0374.jpg","of $1,000 goal","$85","3","Raised by 3 people in 10 months"
"1543384978-858","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hdqghd-fund-my-education","https://d2g8igdw686xgo.cloudfront.net/33770540_1539643996548265_r.jpeg","goal","$1,000","1 month","Campaign created 1 month ago"
"1543365954-370","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/5dikix4","https://d2g8igdw686xgo.cloudfront.net/28963274_15232958870_r.jpg","of $8,000 goal","$4,145","53","Raised by 53 people in 2 months"
"1543365905-357","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/teamtobati","","of $25,000 goal","$26,405","212","Raised by 212 people in 64 months"
